ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS
5786	Xuzhang	new year	kʰo³³kʰɨ²¹	kʰo³³kʰɨ²¹	kʰ o ³³ + kʰ ɨ ²¹	9854 9855
5787	Mangdi	new year	kʰu²¹xɨ²¹	kʰu²¹xɨ²¹	kʰ u ²¹ + x ɨ ²¹	9854 9855
5788	Yijiacun	new year	kʰu̠⁴²xɨ²¹	kʰu̠⁴²xɨ²¹	kʰ u̠ ⁴² + x ɨ ²¹	9854 9855
5789	Yangliu	new year	kʰo⁵⁵kʰo⁵⁵lɛ⁴²	kʰo⁵⁵kʰo⁵⁵lɛ⁴²	kʰ o ⁵⁵ + kʰ o ⁵⁵ + l ɛ ⁴²	9854 9855 9856
5598	ProtoLalo	next year	ʔna²he̠ᶫ	ʔna²he̠ᶫ	ˀn a ² + h e̠ ᶫ/³	9889 9891
5599	Qingyun	next year	na²¹ɲ̥ɛ̠²¹si⁵⁵	na²¹ɲ̥ɛ̠²¹si⁵⁵	n a ²¹ + ɲ̥ ɛ̠ ²¹ + s i ⁵⁵	9889 9892 9890
5600	Shuizhuping	next year	nɛ²¹hɛʔ⁵³	nɛ²¹hɛʔ⁵³	n ɛ ²¹ + h ɛ ʔ ⁵³	9889 9891
5601	Diaocao	next year	na²¹xei⁴²	na²¹xei⁴²	n a ²¹ + x ei ⁴²	9889 9890
5602	Xuzhang	next year	no²¹xai³³	no²¹xai³³	n o ²¹ + x ai ³³	9889 9890
5603	Mangdi	next year	nɛ²¹xɛ²¹	nɛ²¹xɛ²¹	n ɛ ²¹ + x ɛ ²¹	9889 9890
5604	Yijiacun	next year	na³³xi²¹	na³³xi²¹	n a ³³ + x i ²¹	9889 9890
5605	Yangliu	next year	na²¹xai⁵³	na²¹xai⁵³	n a ²¹ + x ai ⁵³	9889 9890
5606	ProtoLalo	next year	ʔna²he̠ᶫ	ʔna²he̠ᶫ	ˀn a ² + h e̠ ᶫ/³	9889 9891
5607	Qingyun	next year	na²¹ɲ̥ɛ̠²¹si⁵⁵	na²¹ɲ̥ɛ̠²¹si⁵⁵	n a ²¹ + ɲ̥ ɛ̠ ²¹ + s i ⁵⁵	9889 9893 9890
5608	Shuizhuping	next year	nɛ²¹hɛʔ⁵³	nɛ²¹hɛʔ⁵³	n ɛ ²¹ + h ɛ ʔ ⁵³	9889 9891
5609	Diaocao	next year	na²¹xei⁴²	na²¹xei⁴²	n a ²¹ + x ei ⁴²	9889 9890
5610	Xuzhang	next year	no²¹xai³³	no²¹xai³³	n o ²¹ + x ai ³³	9889 9890
5611	Mangdi	next year	nɛ²¹xɛ²¹	nɛ²¹xɛ²¹	n ɛ ²¹ + x ɛ ²¹	9889 9890
5612	Yijiacun	next year	na³³xi²¹	na³³xi²¹	n a ³³ + x i ²¹	9889 9890
5613	Yangliu	next year	na²¹xai⁵³	na²¹xai⁵³	n a ²¹ + x ai ⁵³	9889 9890
5201	ProtoLalo	night	he̠ᶫ	he̠ᶫ	h e̠ ᶫ/³	9925
5202	Qingyun	night	hɛ̠²¹	hɛ̠²¹	h ɛ̠ ²¹	9925
5203	Shuizhuping	night	hɛ̃ʔ⁵⁵	hɛ̃ʔ⁵⁵	h ɛ̃ ʔ ⁵⁵	9925
5204	Diaocao	night	xei⁴²	xei⁴²	x ei ⁴²	9924
5205	Xuzhang	night	xai³³	xai³³	x ai ³³	9924
5206	Mangdi	night	xɛ̠²¹	xɛ̠²¹	x ɛ̠ ²¹	9924
5207	Yijiacun	night	ŋ̩³³kə²¹ɕi²⁴	ŋ̩³³kə²¹ɕi²⁴	ŋ̩ ³³ + k ə ²¹ + ɕ i ²⁴	9926 9924 9925
5208	Yangliu	night	xai⁵⁵	xai⁵⁵	x ai ⁵⁵	9924
5657	ProtoLalo	night(time)	mo²kʰɨ̠ᶫse¹	mo²kʰɨ̠ᶫse¹	m o ² + kʰ ɨ̠ ᶫ/³ + s e ¹	9936 9937 9939
5658	Qingyun	night(time)	i²¹mi⁵⁵si⁵⁵,ŋ̩²¹kʰɨ̠²¹si⁵⁵	i²¹mi⁵⁵si⁵⁵	i ²¹ + m i ⁵⁵ + s i ⁵⁵	9935 9936 9939
5659	Shuizhuping	night(time)	n̩²¹kʰɨ⁵³ɕi³³	n̩²¹kʰɨ⁵³ɕi³³	n̩ ²¹ + kʰ ɨ ⁵³ + ɕ i ³³	9938 9937 9939
5660	Diaocao	night(time)	a⁵⁵mə²¹kʰə⁴²	a⁵⁵mə²¹kʰə⁴²	a ⁵⁵ + m ə ²¹ + kʰ ə ⁴²	9935 9936 9937
5661	Xuzhang	night(time)	ŋ̩²¹kʰɨ³³lɛi²¹	ŋ̩²¹kʰɨ³³lɛi²¹	ŋ̩ ²¹ + kʰ ɨ ³³ + l ɛi ²¹	9938 9937 9940
5662	Mangdi	night(time)	ŋ̩²¹kɨ²¹sɿ⁵⁵	ŋ̩²¹kɨ²¹sɿ⁵⁵	ŋ̩ ²¹ + k ɨ ²¹ + s ɿ ⁵⁵	9938 9937 9939
5663	Yijiacun	night(time)	ŋ̩³³kə²¹ɕi²⁴	ŋ̩³³kə²¹ɕi²⁴	ŋ̩ ³³ + k ə ²¹ + ɕ i ²⁴	9938 9937 9939
5664	Yangliu	night(time)	sa³³pʰi³³	sa³³pʰi³³	s a ³³ + pʰ i ³³	9939 9941
1665	ProtoLalo	nine	ko¹/³	ko¹	k o ¹	9959
1666	Qingyun	nine	kə³³	kə³³	k ə ³³	9959
1667	Shuizhuping	nine	kv̩³³	kv̩³³	k v̩ ³³	9960
1668	Diaocao	nine	kə³³	kə³³	k ə ³³	9959
1669	Xuzhang	nine	kɤ̪˞³³	kɤ̪˞³³	k ɤ̪˞/ɤ ³³	9959
1670	Mangdi	nine	kɨ³³	kɨ³³	k ɨ ³³	9959
1671	Yijiacun	nine	kɨ³³	kɨ³³	k ɨ ³³	9959
1672	Yangliu	nine	kɤ̪³³	kɤ̪³³	k ɤ̪/ɤ ³³	9959
5650	ProtoLalo	noon	dza¹dʒi²dza²	dza¹dʒi²dza²	dz a ¹ + dʒ i ² + dz a ²	9968 9971 9970
5651	Qingyun	noon	dza⁵⁵dʑe³³dza²¹va³³	dza⁵⁵dʑe³³dza²¹va³³	dz a ⁵⁵ + dʑ e ³³ + dz a ²¹ + v a ³³	9968 9971 9970 9972
5652	Shuizhuping	noon	dza⁵⁵tɕʰi²¹dza²¹la³³	dza⁵⁵tɕʰi²¹dza²¹la³³	dz a ⁵⁵ + tɕʰ i ²¹ + dz a ²¹ + l a ³³	9968 9971 9970 9973
5653	Diaocao	noon	dzɔ²⁴ji³³dzɔ²¹xa³³	dzɔ²⁴ji³³dzɔ²¹xa³³	dz ɔ ²⁴ + j i ³³ + dz ɔ ²¹ + x a ³³	9968 9969 9970 9971
5654	Xuzhang	noon	dzo²⁴i³³dzo²¹kv̩²⁴	dzo²⁴i³³dzo²¹kv̩²⁴	dz o ²⁴ + i ³³ + dz o ²¹ + k v̩ ²⁴	9968 9974 9970 9975
5655	Yijiacun	noon	va⁵³ŋai⁵³	va⁵³ŋai⁵³	v a ⁵³ + ŋ ai ⁵³	9972 9976
5656	Yangliu	noon	dza²¹i³³dza²¹kɛ˞³³	dza²¹i³³dza²¹kɛ˞³³	dz a ²¹ + i ³³ + dz a ²¹ + k ɛ˞/ɛ ³³	9970 9974 9968 9971
5371	ProtoLalo	nose	ʔna¹kʰaŋ²/³	ʔna¹kʰaŋ²	ˀn a ¹ + kʰ a ŋ ²	9994 9995
5372	Qingyun	nose	ʔna⁵⁵kʰə³³	ʔna⁵⁵kʰə³³	ˀn a ⁵⁵ + kʰ ə ³³	9994 9995
5373	Shuizhuping	nose	na⁴⁴kʰv̩³³	na⁴⁴kʰv̩³³	n a ⁴⁴ + kʰ v̩ ³³	9994 9996
5374	Diaocao	nose	na⁵⁵kʰɤ̪³³	na⁵⁵kʰɤ̪³³	n a ⁵⁵ + kʰ ɤ̪/ɤ ³³	9994 9995
5375	Xuzhang	nose	nɨ˞⁴⁵kʰɤ̪˞³³	nɨ˞⁴⁵kʰɤ̪˞³³	n ɨ˞ ⁴⁵ + kʰ ɤ̪˞/ɤ ³³	9994 9995
5376	Mangdi	nose	no⁵⁵kʰu³³	no⁵⁵kʰu³³	n o ⁵⁵ + kʰ u ³³	9994 9995
5377	Yijiacun	nose	na²⁴kʰv̩²¹	na²⁴kʰv̩²¹	n a ²⁴ + kʰ v̩ ²¹	9994 9996
5378	Yangliu	nose	na⁵⁵kʰo²¹	na⁵⁵kʰo²¹	n a ⁵⁵ + kʰ o ²¹	9994 9995
5379	ProtoLalo	nose	ʔna¹kʰaŋ²/³	ʔna¹kʰaŋ²	ˀn a ¹ + kʰ a ŋ ²	9994 9995
5380	Qingyun	nose	ʔna⁵⁵kʰə³³	ʔna⁵⁵kʰə³³	ˀn a ⁵⁵ + kʰ ə ³³	9994 9995
5381	Shuizhuping	nose	na⁴⁴kʰv̩³³	na⁴⁴kʰv̩³³	n a ⁴⁴ + kʰ v̩ ³³	9994 9996
5382	Diaocao	nose	na⁵⁵kʰɤ̪³³	na⁵⁵kʰɤ̪³³	n a ⁵⁵ + kʰ ɤ̪/ɤ ³³	9994 9995
5383	Xuzhang	nose	nɨ˞⁴⁵kʰɤ̪˞³³	nɨ˞⁴⁵kʰɤ̪˞³³	n ɨ˞ ⁴⁵ + kʰ ɤ̪˞/ɤ ³³	9994 9995
5384	Mangdi	nose	no⁵⁵kʰu³³	no⁵⁵kʰu³³	n o ⁵⁵ + kʰ u ³³	9994 9995
5385	Yijiacun	nose	na²⁴kʰv̩²¹	na²⁴kʰv̩²¹	n a ²⁴ + kʰ v̩ ²¹	9994 9996
5386	Yangliu	nose	na⁵⁵kʰo²¹	na⁵⁵kʰo²¹	n a ⁵⁵ + kʰ o ²¹	9994 9995
2355	ProtoLalo	not (NEG)	ma²	ma²	m a ²	10027
2356	Qingyun	not (NEG)	ma̤²¹	ma̤²¹	m a̤ ²¹	10027
2357	Shuizhuping	not (NEG)	ma²¹	ma²¹	m a ²¹	10027
2358	Diaocao	not (NEG)	ma²¹	ma²¹	m a ²¹	10027
2359	Xuzhang	not (NEG)	a²¹	a²¹	a ²¹	10028
2360	Mangdi	not (NEG)	ma²¹	ma²¹	m a ²¹	10027
2361	Yijiacun	not (NEG)	ma²¹	ma²¹	m a ²¹	10027
2362	Yangliu	not (NEG)	m̩²¹	m̩²¹	m̩ ²¹	10027
7637	ProtoLalo	not have; lack; without	ma²dʒaŋ¹	ma²dʒaŋ¹	m a ² + dʒ a ŋ ¹	10036 10037
7638	Qingyun	not have; lack; without	ma²¹dʐu⁵⁵	ma²¹dʐu⁵⁵	m a ²¹ + ɖʐ u ⁵⁵	10036 10037
7639	Shuizhuping	not have; lack; without	ma²¹dʐu²⁴	ma²¹dʐu²⁴	m a ²¹ + ɖʐ u ²⁴	10036 10037
7640	Diaocao	not have; lack; without	ma²¹dza²⁴	ma²¹dza²⁴	m a ²¹ + dz a ²⁴	10036 10037
7641	Xuzhang	not have; lack; without	a²¹dʐa²⁴	a²¹dʐa²⁴	a ²¹ + ɖʐ a ²⁴	10038 10037
7642	Mangdi	not have; lack; without	ma²¹dʒa⁵⁵	ma²¹dʒa⁵⁵	m a ²¹ + dʒ a ⁵⁵	10036 10037
7643	Yijiacun	not have; lack; without	ma²¹dza³⁵³	ma²¹dza³⁵³	m a ²¹ + dz a ³⁵³	10036 10037
7644	Yangliu	not have; lack; without	m̩²¹dzu³³	m̩²¹dzu³³	m̩ ²¹ + dz u ³³	10036 10037
2452	ProtoLalo	now	tʃu¹tʰa¹	tʃu¹tʰa¹	tʃ u ¹ + tʰ a ¹	10053 10057
2453	Qingyun	now	tʂʅ⁵⁵pʉ⁵⁵	tʂʅ⁵⁵pʉ⁵⁵	ʈʂ ʅ ⁵⁵ + p ʉ ⁵⁵	10053 10058
2454	Shuizhuping	now	tʂʅ⁵⁵tʰa⁴⁴	tʂʅ⁵⁵tʰa⁴⁴	ʈʂ ʅ ⁵⁵ + tʰ a ⁴⁴	10053 10057
2455	Diaocao	now	tsɿ⁵⁵kə³³	tsɿ⁵⁵kə³³	ts ɿ ⁵⁵ + k ə ³³	10053 10054
2456	Xuzhang	now	tʂʅ³³ʂʅ²¹	tʂʅ³³ʂʅ²¹	ʈʂ ʅ ³³ + ʂ ʅ ²¹	10053 10059
2457	Mangdi	now	a²¹mɛ³³sɛ⁵⁵	a²¹mɛ³³sɛ⁵⁵	a ²¹ + m ɛ ³³ + s ɛ ⁵⁵	10055 10056 10053
2458	Yijiacun	now	tsʰa³³mo³³	tsʰa³³mo³³	tsʰ a ³³ + m o ³³	10053 10056
2459	Yangliu	now	a⁵⁵tɕʰi³³	a⁵⁵tɕʰi³³	a ⁵⁵ + tɕʰ i ³³	10055 10053
6619	ProtoLalo	official	dzi²/³	dzi²	dz i ²	10071
6620	Qingyun	official	a⁵⁵ɣɨ²¹a⁵⁵dzɿ³³	a⁵⁵ɣɨ²¹a⁵⁵dzɿ³³	a ⁵⁵ + ɣ ɨ ²¹ + a ⁵⁵ + dz ɿ ³³	10073 10074 10075 10071
6621	Shuizhuping	official	a⁴⁴dzɿ³³	a⁴⁴dzɿ³³	a ⁴⁴ + dz ɿ ³³	10073 10071
6622	Diaocao	official	sei³¹pʰɔ²¹, dzɿ²¹	sei³¹pʰɔ²¹	s ei ³¹ + pʰ ɔ ²¹	10071 10072
6623	Yijiacun	official	va²⁴tɛ²¹	va²⁴tɛ²¹	v a ²⁴ + t ɛ ²¹	10072 10071
6624	Yangliu	official	ɤ̪²¹	ɤ̪²¹	ɤ̪/ɤ ²¹	10073
7126	ProtoLalo	oil	ʒu¹ɣɨ¹	ʒu¹ɣɨ¹	ʒ u ¹ + ɣ ɨ ¹	10084 10087
7127	Qingyun	oil	ʐu⁵⁵ɣ̩ɨ⁵⁵	ʐu⁵⁵ɣ̩ɨ⁵⁵	ʐ u ⁵⁵ + ɣ ɨ ⁵⁵	10084 10087
7128	Shuizhuping	oil	ʐu²⁴ɣɨ³⁴	ʐu²⁴ɣɨ³⁴	ʐ u ²⁴ + ɣ ɨ ³⁴	10084 10087
7129	Diaocao	oil	zə²⁴	zə²⁴	z ə ²⁴	10084
7130	Xuzhang	oil	jo²⁴ɣɨ³⁴	jo²⁴ɣɨ³⁴	j o ²⁴ + ɣ ɨ ³⁴	10088 10087
7131	Mangdi	oil	la²¹maŋ³³	la²¹maŋ³³	l a ²¹ + m a ŋ ³³	10085 10086
7132	Yijiacun	oil	na²¹maŋ⁵³	na²¹maŋ⁵³	n a ²¹ + m a ŋ ⁵³	10089 10086
7133	Yangliu	oil	zɨ³³	zɨ³³	z ɨ ³³	10084
2369	ProtoLalo	old	maŋ²	maŋ²	m a ŋ ²	10099
2370	Qingyun	old	mṳ²¹	mṳ²¹	m ṳ ²¹	10099
2371	Shuizhuping	old	mu²¹	mu²¹	m u ²¹	10099
2372	Diaocao	old	ma²¹	ma²¹	m a ²¹	10099
2373	Xuzhang	old	ma²¹	ma²¹	m a ²¹	10099
2374	Mangdi	old	mɑ²¹	mɑ²¹	m ɑ ²¹	10099
2375	Yijiacun	old	ma²¹	ma²¹	m a ²¹	10099
2376	Yangliu	old	mu²¹	mu²¹	m u ²¹	10099
4538	ProtoLalo	old	ʔli¹	ʔli¹	ˀl i ¹	10100
4539	Qingyun	old	ʔʐʅ⁵⁵	ʔʐʅ⁵⁵	ˀʐ ʅ ⁵⁵	10102
4540	Shuizhuping	old	li²⁴	li²⁴	l i ²⁴	10100
4541	Diaocao	old	li⁵⁵	li⁵⁵	l i ⁵⁵	10100
4542	Xuzhang	old	ʐʅ⁴⁵³	ʐʅ⁴⁵³	ʐ ʅ ⁴⁵³	10102
4543	Mangdi	old	jɛ²¹lɨ⁵⁵	jɛ²¹lɨ⁵⁵	j ɛ ²¹ + l ɨ ⁵⁵	10101 10100
4544	Yijiacun	old	ɛ²¹lɨ²⁴	ɛ²¹lɨ²⁴	ɛ ²¹ + l ɨ ²⁴	10103 10100
4545	Yangliu	old	i³³	i³³	i ³³	10103
4825	ProtoLalo	older brother	a¹ka¹	a¹ka¹	a ¹ + k a ¹	10118 10119
4826	Qingyun	older brother	a⁵⁵ka³³	a⁵⁵ka³³	a ⁵⁵ + k a ³³	10118 10119
4827	Shuizhuping	older brother	a⁴⁴ka³³	a⁴⁴ka³³	a ⁴⁴ + k a ³³	10118 10119
4828	Diaocao	older brother	a⁵⁵kɔ³³	a⁵⁵kɔ³³	a ⁵⁵ + k ɔ ³³	10118 10119
4829	Xuzhang	older brother	a³³ko³³	a³³ko³³	a ³³ + k o ³³	10118 10119
4830	Mangdi	older brother	a²¹a⁵⁵	a²¹a⁵⁵	a ²¹ + a ⁵⁵	10120 10118
4831	Yijiacun	older brother	a²¹zu²⁴	a²¹zu²⁴	a ²¹ + z u ²⁴	10118 10121
4832	Yangliu	older brother	a⁵⁵kɨ³³	a⁵⁵kɨ³³	a ⁵⁵ + k ɨ ³³	10118 10119
6546	ProtoLalo	older man	a²pa¹	a²pa¹	a ² + p a ¹	10135 10136
6547	Qingyun	older man	a²¹pa⁵⁵mu²¹	a²¹pa⁵⁵mu²¹	a ²¹ + p a ⁵⁵ + m u ²¹	10135 10136 10137
6548	Shuizhuping	older man	a²¹pa⁴⁴ma³³	a²¹pa⁴⁴ma³³	a ²¹ + p a ⁴⁴ + m a ³³	10135 10136 10137
6549	Diaocao	older man	a²¹pɔ⁵⁵ma²¹	a²¹pɔ⁵⁵ma²¹	a ²¹ + p ɔ ⁵⁵ + m a ²¹	10135 10136 10137
6550	Xuzhang	older man	a²¹pu⁵⁵mo³³	a²¹pu⁵⁵mo³³	a ²¹ + p u ⁵⁵ + m o ³³	10135 10136 10137
6551	Mangdi	older man	a²¹po⁵⁵ma²¹	a²¹po⁵⁵ma²¹	a ²¹ + p o ⁵⁵ + m a ²¹	10135 10136 10137
6552	Yijiacun	older man	a³³po²⁴ma²¹	a³³po²⁴ma²¹	a ³³ + p o ²⁴ + m a ²¹	10135 10136 10137
6553	Yangliu	older man	tsʰu³³mu²¹pa⁵³	tsʰu³³mu²¹pa⁵³	tsʰ u ³³ + m u ²¹ + p a ⁵³	10138 10137 10136
4817	ProtoLalo	older sister	a¹tse²	a¹tse²	a ¹ + ts e ²	10159 10160
4818	Qingyun	older sister	a⁵⁵tsi̤²¹	a⁵⁵tsi̤²¹	a ⁵⁵ + ts i̤ ²¹	10159 10160
4819	Shuizhuping	older sister	a⁵⁵tse²¹	a⁵⁵tse²¹	a ⁵⁵ + ts e ²¹	10159 10160
4820	Diaocao	older sister	a⁵⁵tɕi³³	a⁵⁵tɕi³³	a ⁵⁵ + tɕ i ³³	10159 10160
4821	Xuzhang	older sister	a³⁵tse²¹	a³⁵tse²¹	a ³⁵ + ts e ²¹	10159 10160
4822	Mangdi	older sister	a⁵⁵tɕi³³	a⁵⁵tɕi³³	a ⁵⁵ + tɕ i ³³	10159 10160
4823	Yijiacun	older sister	tɕi²¹	tɕi²¹	tɕ i ²¹	10160
4824	Yangliu	older sister	a⁵⁵tɕiɛ²¹	a⁵⁵tɕiɛ²¹	a ⁵⁵ + tɕ i/j ɛ ²¹	10159 10160
6554	ProtoLalo	older woman	a²pʰi²	a²pʰi²	a ² + pʰ i ²	10175 10176
6555	Qingyun	older woman	a²¹fi²¹mu²¹	a²¹fi²¹mu²¹	a ²¹ + f i ²¹ + m u ²¹	10175 10176 10177
6556	Shuizhuping	older woman	a²¹tsʰɿ²¹ma³³	a²¹tsʰɿ²¹ma³³	a ²¹ + tsʰ ɿ ²¹ + m a ³³	10175 10178 10177
6557	Diaocao	older woman	a²¹pʰi²¹ma²¹	a²¹pʰi²¹ma²¹	a ²¹ + pʰ i ²¹ + m a ²¹	10175 10176 10177
6558	Xuzhang	older woman	a²¹tsʰɿ²¹mo³³	a²¹tsʰɿ²¹mo³³	a ²¹ + tsʰ ɿ ²¹ + m o ³³	10175 10178 10177
6559	Mangdi	older woman	a²¹pʰi²¹ma²¹	a²¹pʰi²¹ma²¹	a ²¹ + pʰ i ²¹ + m a ²¹	10175 10176 10177
6560	Yijiacun	older woman	a³³pʰi³³ma²¹	a³³pʰi³³ma²¹	a ³³ + pʰ i ³³ + m a ²¹	10175 10176 10177
6561	Yangliu	older woman	tsʰu³³mu²¹ma³³	tsʰu³³mu²¹ma³³	tsʰ u ³³ + m u ²¹ + m a ³³	10178 10177 10179
6694	Shuizhuping	oldest sibling	za²¹ɣɛ²¹	za²¹ɣɛ²¹	z a ²¹ + ɣ ɛ ²¹	10199 10200
6695	Xuzhang	oldest sibling	pa²¹tɛi²¹	pa²¹tɛi²¹	p a ²¹ + t ɛi ²¹	10201 10202
6696	Yangliu	oldest sibling	a⁵⁵mɛ˞²¹	a⁵⁵mɛ˞²¹	a ⁵⁵ + m ɛ˞/ɛ ²¹	10203 10204
2392	Shuizhuping	on the other side	wu³³tɕy³³	wu³³tɕy³³	w u ³³ + tɕ y ³³	10210 10207
2393	Diaocao	on the other side	tei²¹ku²¹bɔ²¹	tei²¹ku²¹bɔ²¹	t ei ²¹ + k u ²¹ + b ɔ ²¹	10206 10207 10208
2394	Xuzhang	on the other side	tɛi³³ku³³	tɛi³³ku³³	t ɛi ³³ + k u ³³	10206 10207
2395	Mangdi	on the other side	næ⁵⁵xɛ²¹	næ⁵⁵xɛ²¹	n æ ⁵⁵ + x ɛ ²¹	10209 10207
2396	Yijiacun	on the other side	tʰi²¹bʲa⁵³	tʰi²¹bʲa⁵³	tʰ i ²¹ + bʲ a ⁵³	10206 10208
2397	Yangliu	on the other side	tai⁵⁵ku²¹lai²¹	tai⁵⁵ku²¹lai²¹	t ai ⁵⁵ + k u ²¹ + l ai ²¹	10206 10207 10211
3986	ProtoLalo	one	tʰi²	tʰi²	tʰ i ²	10221
3987	Qingyun	one	tʂʰʅ̥²¹	tʂʰʅ̥²¹	ʈʂʰ ʅ ²¹	10221
3988	Shuizhuping	one	tʂʰʅ²¹	tʂʰʅ²¹	ʈʂʰ ʅ ²¹	10221
3989	Diaocao	one	tsɿ²¹	tsɿ²¹	ts ɿ ²¹	10221
3990	Xuzhang	one	tʂʅ²¹	tʂʅ²¹	ʈʂ ʅ ²¹	10221
3991	Mangdi	one	tɕʰi²¹	tɕʰi²¹	tɕʰ i ²¹	10221
3992	Yijiacun	one	tʰi²¹	tʰi²¹	tʰ i ²¹	10221
3993	Yangliu	one	tsɿ²¹	tsɿ²¹	ts ɿ ²¹	10221
3206	ProtoLalo	open	pʰu³	pʰu³	pʰ u ³	10230
3207	Qingyun	open	fv̩³³	fv̩³³	f v̩ ³³	10232
3208	Shuizhuping	open	fv̩³³	fv̩³³	f v̩ ³³	10232
3209	Diaocao	open	vɤ̪²⁴kʰei⁵⁵	vɤ̪²⁴kʰei⁵⁵	v ɤ̪/ɤ ²⁴ + kʰ ei ⁵⁵	10230 10231
3210	Xuzhang	open	pʰᶠɤ̪˞³⁴	pʰᶠɤ̪˞³⁴	pfʰ ɤ̪˞/ɤ ³⁴	10230
3211	Mangdi	open	pʰu³³	pʰu³³	pʰ u ³³	10230
3212	Yijiacun	open	pʰv̩³³	pʰv̩³³	pʰ v̩ ³³	10232
3213	Yangliu	open	pʰu³³	pʰu³³	pʰ u ³³	10230
3377	ProtoLalo	otter	ʃy¹	ʃy¹	ʃ y ¹	10240
3378	Shuizhuping	otter	ɣɨ²⁴a²¹ni²⁴	ɣɨ²⁴a²¹ni²⁴	ɣ ɨ ²⁴ + a ²¹ + n i ²⁴	10240 10244 10245
3379	Diaocao	otter	sue²¹tʰa³³mo⁵⁵	sue²¹tʰa³³mo⁵⁵	s u/w e ²¹ + tʰ a ³³ + m o ⁵⁵	10240 10241 10242
3380	Xuzhang	otter	ɕy²¹tʰa³³mao³²	ɕy²¹tʰa³³mao³²	ɕ y ²¹ + tʰ a ³³ + m ao ³²	10240 10241 10242
3381	Mangdi	otter	boŋ²⁴	boŋ²⁴	b o ŋ ²⁴	10243
3382	Yijiacun	otter	ŋ̩²⁴gi³³a²⁴ŋa³³	ŋ̩²⁴gi³³a²⁴ŋa³³	ŋ̩ ²⁴ + g i ³³ + a ²⁴ + ŋ a ³³	10246 10240 10244 10245
3383	Yangliu	otter	suei³³tʰa³³mao³³	suei³³tʰa³³mao³³	s u/w ei ³³ + tʰ a ³³ + m ao ³³	10240 10241 10242
8404	Qingyun	outside	i⁵⁵si⁵⁵	i⁵⁵si⁵⁵	i ⁵⁵ + s i ⁵⁵	10262 10260
8405	Shuizhuping	outside	i⁴⁴se⁴⁴	i⁴⁴se⁴⁴	i ⁴⁴ + s e ⁴⁴	10262 10260
8406	Diaocao	outside	wa³³sə⁵⁵	wa³³sə⁵⁵	w a ³³ + s ə ⁵⁵	10259 10260
8407	Xuzhang	outside	xa⁵⁵tɕʰi⁵⁵	xa⁵⁵tɕʰi⁵⁵	x a ⁵⁵ + tɕʰ i ⁵⁵	10260 10263
8408	Mangdi	outside	nə⁵⁵sə⁵⁵	nə⁵⁵sə⁵⁵	n ə ⁵⁵ + s ə ⁵⁵	10261 10260
8409	Yijiacun	outside	ɛ²¹wɛ²⁴	ɛ²¹wɛ²⁴	ɛ ²¹ + w ɛ ²⁴	10262 10259
8410	Yangliu	outside	wai⁵⁵ĩ³³	wai⁵⁵ĩ³³	w ai ⁵⁵ + ĩ ³³	10259 10262
8041	ProtoLalo	overcast	ti¹	ti¹	t i ¹	10276
8042	Qingyun	overcast	a⁵⁵n̩²¹ti⁵⁵	a⁵⁵n̩²¹ti⁵⁵	a ⁵⁵ + n̩ ²¹ + t i ⁵⁵	10274 10277 10276
8043	Shuizhuping	overcast	ti²⁴	ti²⁴	t i ²⁴	10276
8044	Diaocao	overcast	a⁵⁵mə²¹ti⁵⁵	a⁵⁵mə²¹ti⁵⁵	a ⁵⁵ + m ə ²¹ + t i ⁵⁵	10274 10275 10276
8045	Xuzhang	overcast	ti⁴⁵³	ti⁴⁵³	t i ⁴⁵³	10276
8046	Mangdi	overcast	mɨ⁵⁵	mɨ⁵⁵	m ɨ ⁵⁵	10275
8047	Yijiacun	overcast	a²⁴ŋ̩²¹tɨ²⁴	a²⁴ŋ̩²¹tɨ²⁴	a ²⁴ + ŋ̩ ²¹ + t ɨ ²⁴	10274 10277 10276
8048	Yangliu	overcast	miɛ˞⁵³	miɛ˞⁵³	m i/j ɛ˞/ɛ ⁵³	10275
4309	ProtoLalo	overflow; spill	ɣy̠ᶫ	ɣy̠ᶫ	ɣ y̠ ᶫ/³	10290
4310	Qingyun	overflow; spill	jø̠²¹	jø̠²¹	j ø̠ ²¹	10289
4311	Shuizhuping	overflow; spill	bɛ²¹tʰi⁵³	bɛ²¹tʰi⁵³	b ɛ ²¹ + tʰ i ⁵³	10291 10292
4312	Mangdi	overflow; spill	jɑ̠³³	jɑ̠³³	j ɑ̠ ³³	10289
4313	Yijiacun	overflow; spill	ko²⁴pʰi²⁴	ko²⁴pʰi²⁴	k o ²⁴ + pʰ i ²⁴	10290 10291
5665	ProtoLalo	owe	bo³	bo³	b o ³	10297
5666	Qingyun	owe	vi³³	vi³³	v i ³³	10297
5667	Shuizhuping	owe	tʂʰa³³	tʂʰa³³	ʈʂʰ a ³³	10298
5668	Diaocao	owe	bə³³	bə³³	b ə ³³	10297
5669	Xuzhang	owe	dzɿ³³	dzɿ³³	dz ɿ ³³	10298
5670	Mangdi	owe	bi³³	bi³³	b i ³³	10297
5671	Yijiacun	owe	tsʰaŋ²⁴	tsʰaŋ²⁴	tsʰ a ŋ ²⁴	10298
5672	Yangliu	owe	tsʰa³³	tsʰa³³	tsʰ a ³³	10298
6709	ProtoLalo	owl	xi¹hu³	xi¹hu³	x i ¹ + h u ³	10310 10311
